SalesOrderID,TotalDue,AddressID,TerritoryID,TerritoryName,CountryRegionCode,GroupName,StateProvinceID,StateProvinceCode,StateProvinceName,CountryRegionName
63308,57.4158,26474,1,Northwest,US,North America,79,WA ,Washington,United States
63341,2604.7944,24318,1,Northwest,US,North America,79,WA ,Washington,United States
63268,4787.4824,890,1,Northwest,US,North America,40,MT ,Montana,United States
63133,43208.7993,899,1,Northwest,US,North America,79,WA ,Washington,United States
63336,668.4808,25064,1,Northwest,US,North America,79,WA ,Washington,United States
63340,2582.6834,12188,1,Northwest,US,North America,58,OR ,Oregon,United States
63198,4053.9506,833,1,Northwest,US,North America,79,WA ,Washington,United States
63148,29276.2905,872,1,Northwest,US,North America,79,WA ,Washington,United States
63156,31984.5024,854,1,Northwest,US,North America,79,WA ,Washington,United States
63338,2563.589,25310,1,Northwest,US,North America,58,OR ,Oregon,United States
63196,2212.5398,839,1,Northwest,US,North America,58,OR ,Oregon,United States
63131,115272.9517,1104,1,Northwest,US,North America,74,UT ,Utah,United States
63247,35938.3111,907,1,Northwest,US,North America,58,OR ,Oregon,United States
63249,31245.463,870,1,Northwest,US,North America,79,WA ,Washington,United States
63273,100.5407,897,1,Northwest,US,North America,79,WA ,Washington,United States
63354,612.1369,27532,1,Northwest,US,North America,79,WA ,Washington,United States
63329,216.9005,20462,1,Northwest,US,North America,79,WA ,Washington,United States
63356,1303.8669,17569,1,Northwest,US,North America,79,WA ,Washington,United States
63351,1379.9572,18379,1,Northwest,US,North America,79,WA ,Washington,United States
63357,1918.2579,23502,1,Northwest,US,North America,58,OR ,Oregon,United States
63157,64242.2243,1099,1,Northwest,US,North America,52,NV ,Nevada,United States
63287,1264.8258,905,1,Northwest,US,North America,79,WA ,Washington,United States
63289,9179.7405,1054,1,Northwest,US,North America,52,NV ,Nevada,United States
63337,672.9008,28433,1,Northwest,US,North America,79,WA ,Washington,United States
63314,8.0444,17050,1,Northwest,US,North America,79,WA ,Washington,United States
63333,79.5048,17982,1,Northwest,US,North America,58,OR ,Oregon,United States
63278,2147.762,852,1,Northwest,US,North America,58,OR ,Oregon,United States
63159,3903.1396,866,1,Northwest,US,North America,79,WA ,Washington,United States
63202,28137.4953,996,1,Northwest,US,North America,74,UT ,Utah,United States
63276,50.2703,892,1,Northwest,US,North America,82,WY ,Wyoming,United States
63265,612.2062,903,1,Northwest,US,North America,58,OR ,Oregon,United States
63149,67579.4717,859,1,Northwest,US,North America,79,WA ,Washington,United States
63318,85.0519,27820,1,Northwest,US,North America,58,OR ,Oregon,United States
63224,108303.5137,880,1,Northwest,US,North America,79,WA ,Washington,United States
63158,4003.6803,864,1,Northwest,US,North America,79,WA ,Washington,United States
63142,50.632,856,1,Northwest,US,North America,79,WA ,Washington,United States
63838,44.1779,13211,1,Northwest,US,North America,58,OR ,Oregon,United States
63871,858.9607,25204,1,Northwest,US,North America,79,WA ,Washington,United States
63837,2.5305,24821,1,Northwest,US,North America,79,WA ,Washington,United States
63873,1918.2579,13350,1,Northwest,US,North America,58,OR ,Oregon,United States
63848,41.1171,25511,1,Northwest,US,North America,58,OR ,Oregon,United States
63861,651.9058,14916,1,Northwest,US,North America,79,WA ,Washington,United States
63859,24.2879,26739,1,Northwest,US,North America,58,OR ,Oregon,United States
63840,76.2119,23175,1,Northwest,US,North America,79,WA ,Washington,United States
63858,46.7194,29535,1,Northwest,US,North America,79,WA ,Washington,United States
63850,118.1908,25614,1,Northwest,US,North America,58,OR ,Oregon,United States
64332,14.2987,17326,1,Northwest,US,North America,79,WA ,Washington,United States
64318,54.6754,25593,1,Northwest,US,North America,58,OR ,Oregon,United States
64365,1407.0186,28792,1,Northwest,US,North America,79,WA ,Washington,United States
64320,33.139,12642,1,Northwest,US,North America,79,WA ,Washington,United States
64330,44.1779,19114,1,Northwest,US,North America,79,WA ,Washington,United States
64371,596.689,15253,1,Northwest,US,North America,79,WA ,Washington,United States
64323,77.3169,18304,1,Northwest,US,North America,79,WA ,Washington,United States
64322,35.6694,24089,1,Northwest,US,North America,79,WA ,Washington,United States
64354,2610.3084,26767,1,Northwest,US,North America,79,WA ,Washington,United States
64353,2618.8169,23223,1,Northwest,US,North America,79,WA ,Washington,United States
64327,87.2729,22257,1,Northwest,US,North America,79,WA ,Washington,United States
64349,41.2055,26237,1,Northwest,US,North America,58,OR ,Oregon,United States
65350,5.514,17035,1,Northwest,US,North America,79,WA ,Washington,United States
65175,26044.3275,902,1,Northwest,US,North America,58,OR ,Oregon,United States
65347,42.9624,22730,1,Northwest,US,North America,58,OR ,Oregon,United States
65159,18022.232,863,1,Northwest,US,North America,79,WA ,Washington,United States
65263,56379.2397,891,1,Northwest,US,North America,79,WA ,Washington,United States
65200,62891.7763,861,1,Northwest,US,North America,79,WA ,Washington,United States
65270,2077.2456,835,1,Northwest,US,North America,79,WA ,Washington,United States
65199,69740.7377,901,1,Northwest,US,North America,79,WA ,Washington,United States
65354,138.114,12078,1,Northwest,US,North America,58,OR ,Oregon,United States
65211,6637.6192,898,1,Northwest,US,North America,58,OR ,Oregon,United States
65357,62.9519,17340,1,Northwest,US,North America,79,WA ,Washington,United States
65255,41666.0971,850,1,Northwest,US,North America,58,OR ,Oregon,United States
65373,2574.639,27636,1,Northwest,US,North America,79,WA ,Washington,United States
65170,7203.1319,906,1,Northwest,US,North America,58,OR ,Oregon,United States
65385,2673.0613,18338,1,Northwest,US,North America,58,OR ,Oregon,United States
65316,251.3516,885,1,Northwest,US,North America,79,WA ,Washington,United States
65345,54.6754,14185,1,Northwest,US,North America,79,WA ,Washington,United States
65296,7158.8248,896,1,Northwest,US,North America,58,OR ,Oregon,United States
65179,590.6137,1090,1,Northwest,US,North America,74,UT ,Utah,United States
65256,6408.7069,1061,1,Northwest,US,North America,52,NV ,Nevada,United States
65312,63995.325,844,1,Northwest,US,North America,79,WA ,Washington,United States
65343,64.6094,21006,1,Northwest,US,North America,58,OR ,Oregon,United States
65203,4974.7595,837,1,Northwest,US,North America,40,MT ,Montana,United States
65252,28058.3161,1100,1,Northwest,US,North America,74,UT ,Utah,United States
65268,38884.4521,838,1,Northwest,US,North America,58,OR ,Oregon,United States
65372,2579.3352,27398,1,Northwest,US,North America,79,WA ,Washington,United States
65230,101.542,874,1,Northwest,US,North America,58,OR ,Oregon,United States
65234,69971.8386,853,1,Northwest,US,North America,58,OR ,Oregon,United States
65212,152.313,847,1,Northwest,US,North America,79,WA ,Washington,United States
65278,50768.464,867,1,Northwest,US,North America,79,WA ,Washington,United States
65322,8016.7552,858,1,Northwest,US,North America,79,WA ,Washington,United States
65225,891.4618,836,1,Northwest,US,North America,79,WA ,Washington,United States
65346,106.1574,22444,1,Northwest,US,North America,58,OR ,Oregon,United States
65258,6890.794,1036,1,Northwest,US,North America,74,UT ,Utah,United States
65849,997.2183,23555,1,Northwest,US,North America,58,OR ,Oregon,United States
65829,75.1069,27016,1,Northwest,US,North America,58,OR ,Oregon,United States
65868,1939.2529,13298,1,Northwest,US,North America,58,OR ,Oregon,United States
65825,71.7919,25422,1,Northwest,US,North America,79,WA ,Washington,United States
65820,30.1444,18517,1,Northwest,US,North America,79,WA ,Washington,United States
65843,78.4108,21420,1,Northwest,US,North America,79,WA ,Washington,United States
65851,2659.6798,25224,1,Northwest,US,North America,58,OR ,Oregon,United States
65852,2602.2529,19752,1,Northwest,US,North America,79,WA ,Washington,United States
65864,1293.3804,29256,1,Northwest,US,North America,79,WA ,Washington,United States
66329,44.1779,26964,1,Northwest,US,North America,79,WA ,Washington,United States
66362,2694.0563,12979,1,Northwest,US,North America,58,OR ,Oregon,United States
66342,44.1779,16505,1,Northwest,US,North America,79,WA ,Washington,United States
66334,36.023,21412,1,Northwest,US,North America,79,WA ,Washington,United States
66353,2618.8169,12427,1,Northwest,US,North America,79,WA ,Washington,United States
66356,2624.3529,25172,1,Northwest,US,North America,79,WA ,Washington,United States
66336,49.9681,16719,1,Northwest,US,North America,79,WA ,Washington,United States
66340,44.1779,16742,1,Northwest,US,North America,79,WA ,Washington,United States
67315,9599.3812,904,1,Northwest,US,North America,79,WA ,Washington,United States
67337,351.8923,868,1,Northwest,US,North America,79,WA ,Washington,United States
67269,500.2771,893,1,Northwest,US,North America,82,WY ,Wyoming,United States
67401,1248.0754,12458,1,Northwest,US,North America,58,OR ,Oregon,United States
67406,1914.1473,17885,1,Northwest,US,North America,79,WA ,Washington,United States
67297,125144.0084,889,1,Northwest,US,North America,82,WY ,Wyoming,United States
67335,2555.4378,1101,1,Northwest,US,North America,74,UT ,Utah,United States
67388,2609.9548,23386,1,Northwest,US,North America,58,OR ,Oregon,United States
67405,1911.6169,16334,1,Northwest,US,North America,79,WA ,Washington,United States
67334,66.2255,871,1,Northwest,US,North America,79,WA ,Washington,United States
67294,73201.2993,865,1,Northwest,US,North America,79,WA ,Washington,United States
67310,331.1603,895,1,Northwest,US,North America,79,WA ,Washington,United States
67360,30.1444,15029,1,Northwest,US,North America,58,OR ,Oregon,United States
67322,83977.0809,845,1,Northwest,US,North America,23,ID ,Idaho,United States
67399,1332.0444,18967,1,Northwest,US,North America,79,WA ,Washington,United States
67309,4831.9425,860,1,Northwest,US,North America,79,WA ,Washington,United States
67266,94840.7365,849,1,Northwest,US,North America,79,WA ,Washington,United States
67346,55250.0049,882,1,Northwest,US,North America,58,OR ,Oregon,United States
67402,1889.5279,19913,1,Northwest,US,North America,79,WA ,Washington,United States
67321,67127.5336,888,1,Northwest,US,North America,79,WA ,Washington,United States
67372,181.209,17607,1,Northwest,US,North America,58,OR ,Oregon,United States
67300,301.6219,875,1,Northwest,US,North America,82,WY ,Wyoming,United States
67386,2610.3084,13232,1,Northwest,US,North America,79,WA ,Washington,United States
67396,622.9659,16363,1,Northwest,US,North America,79,WA ,Washington,United States
67379,38.675,24024,1,Northwest,US,North America,79,WA ,Washington,United States
67265,1829.3204,877,1,Northwest,US,North America,23,ID ,Idaho,United States
67373,35.3269,24944,1,Northwest,US,North America,58,OR ,Oregon,United States
67925,5.514,27726,1,Northwest,US,North America,79,WA ,Washington,United States
67955,1939.2529,16679,1,Northwest,US,North America,79,WA ,Washington,United States
67951,1276.8054,22375,1,Northwest,US,North America,79,WA ,Washington,United States
67949,650.8008,12185,1,Northwest,US,North America,79,WA ,Washington,United States
67921,87.2729,14843,1,Northwest,US,North America,79,WA ,Washington,United States
67927,29.8019,19398,1,Northwest,US,North America,79,WA ,Washington,United States
67953,1945.3194,12391,1,Northwest,US,North America,58,OR ,Oregon,United States
67919,41.1834,16033,1,Northwest,US,North America,58,OR ,Oregon,United States
67946,2644.3313,12795,1,Northwest,US,North America,79,WA ,Washington,United States
68443,850.2865,21805,1,Northwest,US,North America,79,WA ,Washington,United States
68453,2649.8453,17640,1,Northwest,US,North America,79,WA ,Washington,United States
68413,6.9394,20731,1,Northwest,US,North America,79,WA ,Washington,United States
68412,132.6,14600,1,Northwest,US,North America,58,OR ,Oregon,United States
68427,83.9469,28882,1,Northwest,US,North America,58,OR ,Oregon,United States
68426,65.1729,25971,1,Northwest,US,North America,79,WA ,Washington,United States
68442,937.5594,23131,1,Northwest,US,North America,79,WA ,Washington,United States
68452,2673.0613,14078,1,Northwest,US,North America,79,WA ,Washington,United States
68459,596.689,18329,1,Northwest,US,North America,58,OR ,Oregon,United States
68460,1303.3144,20538,1,Northwest,US,North America,58,OR ,Oregon,United States
68414,32.0229,19802,1,Northwest,US,North America,79,WA ,Washington,United States
68417,33.6804,12746,1,Northwest,US,North America,58,OR ,Oregon,United States
68419,64.6094,14373,1,Northwest,US,North America,79,WA ,Washington,United States
68444,2626.5408,23251,1,Northwest,US,North America,79,WA ,Washington,United States
69413,35548.7125,996,1,Northwest,US,North America,74,UT ,Utah,United States
69602,14.2987,12651,1,Northwest,US,North America,58,OR ,Oregon,United States
69524,2559.453,905,1,Northwest,US,North America,79,WA ,Washington,United States
69605,24.2879,13729,1,Northwest,US,North America,79,WA ,Washington,United States
69591,33.1279,27193,1,Northwest,US,North America,79,WA ,Washington,United States
69406,43853.7847,872,1,Northwest,US,North America,79,WA ,Washington,United States
69552,6586.001,1054,1,Northwest,US,North America,52,NV ,Nevada,United States
69484,2588.9113,856,1,Northwest,US,North America,79,WA ,Washington,United States
69521,68180.5768,907,1,Northwest,US,North America,58,OR ,Oregon,United States
69408,68081.8595,859,1,Northwest,US,North America,79,WA ,Washington,United States
69592,79.0959,13794,1,Northwest,US,North America,79,WA ,Washington,United States
69421,35000.113,854,1,Northwest,US,North America,79,WA ,Washington,United States
69593,36.023,23945,1,Northwest,US,North America,79,WA ,Washington,United States
69407,881.9099,1008,1,Northwest,US,North America,52,NV ,Nevada,United States
69525,43067.161,870,1,Northwest,US,North America,79,WA ,Washington,United States
69422,93959.6233,1099,1,Northwest,US,North America,52,NV ,Nevada,United States
69529,2139.431,897,1,Northwest,US,North America,79,WA ,Washington,United States
69488,908.3199,833,1,Northwest,US,North America,79,WA ,Washington,United States
69596,238.6358,14938,1,Northwest,US,North America,79,WA ,Washington,United States
69615,90.0133,18899,1,Northwest,US,North America,58,OR ,Oregon,United States
69500,2792.557,890,1,Northwest,US,North America,40,MT ,Montana,United States
69530,590.6137,852,1,Northwest,US,North America,58,OR ,Oregon,United States
69420,2026.9753,864,1,Northwest,US,North America,79,WA ,Washington,United States
69594,211.3534,13756,1,Northwest,US,North America,79,WA ,Washington,United States
69618,2587.8769,28966,1,Northwest,US,North America,79,WA ,Washington,United States
69471,131279.032,1104,1,Northwest,US,North America,74,UT ,Utah,United States
69475,75336.1371,899,1,Northwest,US,North America,79,WA ,Washington,United States
69604,8.0444,15752,1,Northwest,US,North America,79,WA ,Washington,United States
69585,5.514,22509,1,Northwest,US,North America,79,WA ,Washington,United States
69614,41.2055,24605,1,Northwest,US,North America,58,OR ,Oregon,United States
69487,6865.8642,839,1,Northwest,US,North America,58,OR ,Oregon,United States
69508,140734.4875,880,1,Northwest,US,North America,79,WA ,Washington,United States
69586,44.1779,25133,1,Northwest,US,North America,79,WA ,Washington,United States
69423,351.8923,866,1,Northwest,US,North America,79,WA ,Washington,United States
69458,612.2062,903,1,Northwest,US,North America,58,OR ,Oregon,United States
70218,2642.5523,26089,1,Northwest,US,North America,58,OR ,Oregon,United States
70232,2673.0613,13170,1,Northwest,US,North America,58,OR ,Oregon,United States
70205,82.8529,26851,1,Northwest,US,North America,58,OR ,Oregon,United States
70241,1939.2529,18696,1,Northwest,US,North America,58,OR ,Oregon,United States
70220,2538.4944,14725,1,Northwest,US,North America,58,OR ,Oregon,United States
70179,44.4542,17663,1,Northwest,US,North America,79,WA ,Washington,United States
70210,623.1758,19571,1,Northwest,US,North America,79,WA ,Washington,United States
70214,2658.0444,21355,1,Northwest,US,North America,79,WA ,Washington,United States
70195,24.2879,27353,1,Northwest,US,North America,79,WA ,Washington,United States
70177,41.1834,17627,1,Northwest,US,North America,58,OR ,Oregon,United States
70240,1276.8054,25047,1,Northwest,US,North America,79,WA ,Washington,United States
70217,2552.5169,20306,1,Northwest,US,North America,79,WA ,Washington,United States
70233,2634.3974,20990,1,Northwest,US,North America,58,OR ,Oregon,United States
70187,136.9979,25880,1,Northwest,US,North America,79,WA ,Washington,United States
70189,5.514,19257,1,Northwest,US,North America,58,OR ,Oregon,United States
70184,14.2987,23161,1,Northwest,US,North America,79,WA ,Washington,United States
70809,663.5083,19778,1,Northwest,US,North America,58,OR ,Oregon,United States
70778,26.4869,27927,1,Northwest,US,North America,58,OR ,Oregon,United States
70768,38.664,21356,1,Northwest,US,North America,79,WA ,Washington,United States
70776,55.2169,21388,1,Northwest,US,North America,79,WA ,Washington,United States
70816,1238.1415,19090,1,Northwest,US,North America,79,WA ,Washington,United States
70815,1276.8054,14346,1,Northwest,US,North America,79,WA ,Washington,United States
70780,62.9519,14382,1,Northwest,US,North America,58,OR ,Oregon,United States
71791,26692.8502,902,1,Northwest,US,North America,58,OR ,Oregon,United States
71935,7330.8972,1061,1,Northwest,US,North America,52,NV ,Nevada,United States
71970,5.514,27877,1,Northwest,US,North America,79,WA ,Washington,United States
71986,690.5919,17765,1,Northwest,US,North America,79,WA ,Washington,United States
71886,39277.3291,844,1,Northwest,US,North America,79,WA ,Washington,United States
71833,70377.5359,853,1,Northwest,US,North America,58,OR ,Oregon,United States
71962,59.659,23829,1,Northwest,US,North America,79,WA ,Washington,United States
71812,35146.0424,1036,1,Northwest,US,North America,74,UT ,Utah,United States
71941,4110.284,858,1,Northwest,US,North America,79,WA ,Washington,United States
71982,2563.589,25879,1,Northwest,US,North America,79,WA ,Washington,United States
71861,2430.3218,836,1,Northwest,US,North America,79,WA ,Washington,United States
71818,61356.3132,1100,1,Northwest,US,North America,74,UT ,Utah,United States
71925,7182.382,898,1,Northwest,US,North America,58,OR ,Oregon,United States
71775,2313.1346,896,1,Northwest,US,North America,58,OR ,Oregon,United States
71919,3077.9935,837,1,Northwest,US,North America,40,MT ,Montana,United States
71972,99.4169,22398,1,Northwest,US,North America,79,WA ,Washington,United States
71932,726.3209,835,1,Northwest,US,North America,79,WA ,Washington,United States
71954,65.1729,13374,1,Northwest,US,North America,58,OR ,Oregon,United States
71862,1622.6193,874,1,Northwest,US,North America,58,OR ,Oregon,United States
71835,71605.9221,901,1,Northwest,US,North America,79,WA ,Washington,United States
71977,51.3494,21743,1,Northwest,US,North America,79,WA ,Washington,United States
71777,1267.8193,847,1,Northwest,US,North America,79,WA ,Washington,United States
71980,2535.964,16647,1,Northwest,US,North America,79,WA ,Washington,United States
71943,47379.2845,838,1,Northwest,US,North America,58,OR ,Oregon,United States
71981,2535.964,18356,1,Northwest,US,North America,58,OR ,Oregon,United States
71966,77.3169,13708,1,Northwest,US,North America,79,WA ,Washington,United States
71893,55229.0696,850,1,Northwest,US,North America,58,OR ,Oregon,United States
71785,39805.1214,863,1,Northwest,US,North America,79,WA ,Washington,United States
71790,5306.4803,906,1,Northwest,US,North America,58,OR ,Oregon,United States
71968,76.2119,22855,1,Northwest,US,North America,79,WA ,Washington,United States
71880,42789.8481,891,1,Northwest,US,North America,79,WA ,Washington,United States
71836,90216.8523,861,1,Northwest,US,North America,79,WA ,Washington,United States
71904,77001.3358,867,1,Northwest,US,North America,79,WA ,Washington,United States
71856,665.4251,1090,1,Northwest,US,North America,74,UT ,Utah,United States
72563,1402.0682,28922,1,Northwest,US,North America,79,WA ,Washington,United States
72568,650.8008,18780,1,Northwest,US,North America,79,WA ,Washington,United States
72522,32.0229,13846,1,Northwest,US,North America,58,OR ,Oregon,United States
72545,632.3473,18186,1,Northwest,US,North America,79,WA ,Washington,United States
72524,30.1444,12923,1,Northwest,US,North America,58,OR ,Oregon,United States
72528,49.6919,22666,1,Northwest,US,North America,79,WA ,Washington,United States
72530,27.8681,24140,1,Northwest,US,North America,79,WA ,Washington,United States
72553,2626.5408,18716,1,Northwest,US,North America,79,WA ,Washington,United States
72570,596.689,29068,1,Northwest,US,North America,58,OR ,Oregon,United States
72544,177.3083,14401,1,Northwest,US,North America,79,WA ,Washington,United States
72531,5.514,19720,1,Northwest,US,North America,79,WA ,Washington,United States
72548,940.2998,16614,1,Northwest,US,North America,58,OR ,Oregon,United States
73121,103.2733,28745,1,Northwest,US,North America,79,WA ,Washington,United States
73133,87.2729,22111,1,Northwest,US,North America,58,OR ,Oregon,United States
73152,2640.3533,22686,1,Northwest,US,North America,79,WA ,Washington,United States
73156,2648.6187,12372,1,Northwest,US,North America,58,OR ,Oregon,United States
73169,672.9008,18826,1,Northwest,US,North America,79,WA ,Washington,United States
73139,5.514,13098,1,Northwest,US,North America,79,WA ,Washington,United States
73171,690.5919,17324,1,Northwest,US,North America,79,WA ,Washington,United States
73132,16.5529,22958,1,Northwest,US,North America,79,WA ,Washington,United States
73159,2555.0473,25763,1,Northwest,US,North America,79,WA ,Washington,United States
73138,8.0444,18481,1,Northwest,US,North America,79,WA ,Washington,United States
73125,79.0959,29397,1,Northwest,US,North America,79,WA ,Washington,United States
73127,71.7919,24039,1,Northwest,US,North America,79,WA ,Washington,United States
73170,606.6229,28200,1,Northwest,US,North America,79,WA ,Washington,United States
73130,41.1834,16573,1,Northwest,US,North America,58,OR ,Oregon,United States
73137,5.514,19658,1,Northwest,US,North America,58,OR ,Oregon,United States
73167,2634.3974,25917,1,Northwest,US,North America,58,OR ,Oregon,United States
74163,141.9594,26794,1,Northwest,US,North America,79,WA ,Washington,United States
74158,108.2458,12189,1,Northwest,US,North America,79,WA ,Washington,United States
74148,38.664,24193,1,Northwest,US,North America,79,WA ,Washington,United States
74167,76.2119,12349,1,Northwest,US,North America,79,WA ,Washington,United States
74159,26.2769,29734,1,Northwest,US,North America,79,WA ,Washington,United States
74168,136.9979,25134,1,Northwest,US,North America,79,WA ,Washington,United States
74157,38.664,25457,1,Northwest,US,North America,79,WA ,Washington,United States
74434,118.1908,17439,1,Northwest,US,North America,79,WA ,Washington,United States
74426,28.1554,26255,1,Northwest,US,North America,79,WA ,Washington,United States
74422,43.0729,22591,1,Northwest,US,North America,79,WA ,Washington,United States
74439,85.0519,13198,1,Northwest,US,North America,79,WA ,Washington,United States
74673,24.2879,14422,1,Northwest,US,North America,58,OR ,Oregon,United States
74659,122.0583,17585,1,Northwest,US,North America,79,WA ,Washington,United States
74688,46.7194,23092,1,Northwest,US,North America,58,OR ,Oregon,United States
74669,44.1779,16716,1,Northwest,US,North America,79,WA ,Washington,United States
74687,82.8529,26502,1,Northwest,US,North America,79,WA ,Washington,United States
43686,4592.3356,871,1,Northwest,US,North America,79,WA ,Washington,United States
43665,19005.2087,849,1,Northwest,US,North America,79,WA ,Washington,United States
43671,10784.9873,855,1,Northwest,US,North America,79,WA ,Washington,United States
43683,56729.9942,889,1,Northwest,US,North America,82,WY ,Wyoming,United States
43669,974.0229,895,1,Northwest,US,North America,79,WA ,Washington,United States
43664,32390.2031,876,1,Northwest,US,North America,79,WA ,Washington,United States
43699,3756.989,19613,1,Northwest,US,North America,58,OR ,Oregon,United States
43733,3953.9884,24572,1,Northwest,US,North America,79,WA ,Washington,United States
43866,5403.8208,864,1,Northwest,US,North America,79,WA ,Washington,United States
43917,28326.9314,857,1,Northwest,US,North America,79,WA ,Washington,United States
43895,43115.5616,884,1,Northwest,US,North America,79,WA ,Washington,United States
43911,26197.5398,880,1,Northwest,US,North America,79,WA ,Washington,United States
43914,10807.6417,1054,1,Northwest,US,North America,52,NV ,Nevada,United States
43909,33994.2813,869,1,Northwest,US,North America,79,WA ,Washington,United States
43869,65396.7595,1099,1,Northwest,US,North America,52,NV ,Nevada,United States
43894,43077.1098,892,1,Northwest,US,North America,82,WY ,Wyoming,United States
43848,24225.9484,851,1,Northwest,US,North America,58,OR ,Oregon,United States
43849,27210.3002,1104,1,Northwest,US,North America,74,UT ,Utah,United States
43877,27308.9192,840,1,Northwest,US,North America,79,WA ,Washington,United States
43867,43499.583,848,1,Northwest,US,North America,79,WA ,Washington,United States
43860,14603.7393,832,1,Northwest,US,North America,79,WA ,Washington,United States
44109,18364.2006,842,1,Northwest,US,North America,58,OR ,Oregon,United States
44126,18909.6712,835,1,Northwest,US,North America,79,WA ,Washington,United States
44078,37323.8614,863,1,Northwest,US,North America,79,WA ,Washington,United States
44100,108906.8827,1036,1,Northwest,US,North America,74,UT ,Utah,United States
44121,86088.6199,1017,1,Northwest,US,North America,52,NV ,Nevada,United States
44075,35066.5467,843,1,Northwest,US,North America,79,WA ,Washington,United States
44179,3729.364,18379,1,Northwest,US,North America,79,WA ,Washington,United States
44285,76802.3808,876,1,Northwest,US,North America,79,WA ,Washington,United States
44308,16372.1515,889,1,Northwest,US,North America,82,WY ,Wyoming,United States
44312,2781.0126,871,1,Northwest,US,North America,79,WA ,Washington,United States
44291,6146.2416,895,1,Northwest,US,North America,79,WA ,Washington,United States
44321,3953.9884,14070,1,Northwest,US,North America,58,OR ,Oregon,United States
44284,116439.1582,849,1,Northwest,US,North America,79,WA ,Washington,United States
44363,3953.9884,19591,1,Northwest,US,North America,58,OR ,Oregon,United States
44483,4000.9786,862,1,Northwest,US,North America,79,WA ,Washington,United States
44572,3953.9884,18007,1,Northwest,US,North America,58,OR ,Oregon,United States
44510,2319.9536,1103,1,Northwest,US,North America,74,UT ,Utah,United States
44501,26128.8674,832,1,Northwest,US,North America,79,WA ,Washington,United States
44540,51315.1022,884,1,Northwest,US,North America,79,WA ,Washington,United States
44516,556.2026,841,1,Northwest,US,North America,58,OR ,Oregon,United States
